,0,1,2,3,4,5,6,7,8,9,Type
0,0.0,0.2835820895522261,0.47518796992481205,0.9045226130653266,0.33333333333333337,0.5214285714285722,0.07729468599033816,0.2230483271375464,0.0,0.0,
1,0.0047169811320754715,0.22080772607550614,0.42105263157894735,0.8919597989949748,0.38940809968847356,0.5678571428571413,0.06280193236714976,0.21840148698884754,0.0,0.0,0.0
2,0.014150943396226415,0.27524143985952776,0.38195488721804494,0.9095477386934673,0.2959501557632399,0.5839285714285705,0.08856682769726248,0.24535315985130113,0.0,0.0,0.0
3,0.018867924528301886,0.21115013169446684,0.30977443609022526,0.9070351758793969,0.41433021806853576,0.564285714285715,0.10305958132045089,0.24535315985130113,0.0,1.0,
4,0.02358490566037736,0.2756804214222939,0.38646616541353396,0.9045226130653266,0.2647975077881619,0.5857142857142872,0.0933977455716586,0.25464684014869887,0.0,0.0,0.0
5,0.02830188679245283,0.2813871817383671,0.3639097744360902,0.9070351758793969,0.2367601246105919,0.6124999999999989,0.09178743961352656,0.26115241635687725,0.0,0.0,0.0
6,0.0330188679245283,0.35250219490781376,0.4977443609022556,0.8994974874371858,0.33644859813084116,0.40535714285714164,0.09017713365539452,0.266728624535316,0.0,0.0,0.0
7,0.03773584905660377,0.28094820017558675,0.34135338345864663,0.9045226130653266,0.33333333333333337,0.5678571428571413,0.09178743961352656,0.2760223048327137,0.0,1.0,0.0
8,0.04245283018867924,0.20017559262510076,0.299248120300752,0.8693467336683416,0.39563862928348914,0.6053571428571427,0.10789049919484703,0.24721189591078063,0.0,1.0,0.0
9,0.04716981132075471,0.28446005267778673,0.3112781954887218,0.9195979899497487,0.3052959501557633,0.571428571428573,0.0966183574879227,0.2908921933085502,0.0,0.0,0.0
10,0.05188679245283019,0.20807726075504718,0.3233082706766919,0.8618090452261307,0.3457943925233644,0.6196428571428569,0.1111111111111111,0.24349442379182162,0.0,1.0,0.0
11,0.05660377358490566,0.2778753292361671,0.3203007518796992,0.8944723618090452,0.3052959501557633,0.6071428571428559,0.08695652173913043,0.2741635687732342,0.0,1.0,0.0
12,0.06132075471698113,0.28446005267778673,0.28270676691729313,0.9020100502512561,0.31775700934579443,0.6214285714285719,0.0933977455716586,0.28531598513011147,0.0,0.0,0.0
13,0.0660377358490566,0.2835820895522261,0.31278195488721794,0.8894472361809045,0.2928348909657321,0.6124999999999989,0.0933977455716586,0.275092936802974,0.0,0.0,0.0
14,0.07075471698113207,0.2936786654960457,0.29323308270676685,0.922110552763819,0.2710280373831775,0.5892857142857135,0.09822866344605474,0.30390334572490696,0.0,0.0,0.0
15,0.07547169811320754,0.4745390693590821,0.5458646616541354,0.9673366834170853,0.18691588785046728,0.2767857142857135,0.024154589371980676,0.34572490706319703,0.0,0.0,0.0
16,0.08018867924528301,0.3494293239683941,0.47669172932330817,0.9371859296482411,0.27725856697819307,0.4125000000000014,0.00966183574879227,0.3215613382899628,0.0,0.0,0.0
17,0.08490566037735849,0.2721685689201081,0.34436090225563887,0.8894472361809045,0.4361370716510903,0.5214285714285722,0.08695652173913043,0.27973977695167274,0.0,1.0,0.0
18,0.08962264150943396,0.27875329236172774,0.3142857142857143,0.8919597989949748,0.3738317757009345,0.5250000000000004,0.08695652173913043,0.287174721189591,0.0,1.0,0.0
19,0.09433962264150943,0.37357330992098525,0.6075187969924811,0.9422110552763818,0.0,0.3946428571428555,0.004830917874396135,0.3317843866171003,0.0,0.0,0.0
20,0.0990566037735849,0.2726075504828742,0.30827067669172914,0.9095477386934673,0.31152647975077885,0.5321428571428584,0.09500805152979065,0.30390334572490696,0.0,0.0,0.0
21,0.10377358490566037,0.27919227392449386,0.31278195488721794,0.8969849246231154,0.3302180685358256,0.5732142857142843,0.0998389694041868,0.29368029739776946,0.0,0.0,0.0
22,0.10849056603773585,0.26558384547848846,0.3984962406015038,0.879396984924623,0.2679127725856697,0.5428571428571427,0.08051529790660225,0.278810408921933,0.0,0.0,0.0
23,0.11320754716981132,0.28489903424056706,0.33834586466165417,0.8894472361809045,0.28660436137071654,0.569642857142858,0.10466988727858292,0.28810408921933073,0.0,0.0,0.0
24,0.1179245283018868,0.2976294995610118,0.3729323308270678,0.8743718592964823,0.3489096573208722,0.5053571428571431,0.09500805152979065,0.278810408921933,0.0,0.0,0.0
25,0.12264150943396226,0.2660228270412546,0.3218045112781953,0.8743718592964823,0.32398753894081,0.576785714285716,0.09017713365539452,0.278810408921933,0.0,0.0,0.0
26,0.12735849056603774,0.28665496049164574,0.2751879699248121,0.8844221105527638,0.3551401869158878,0.5964285714285733,0.09178743961352656,0.2890334572490705,0.0,0.0,0.0
27,0.1320754716981132,0.2936786654960457,0.35338345864661647,0.8768844221105527,0.30841121495327106,0.5446428571428577,0.0966183574879227,0.2843866171003717,0.0,0.0,0.0
28,0.13679245283018868,0.28665496049164574,0.28872180451127827,0.8944723618090452,0.31464174454828664,0.5839285714285705,0.09822866344605474,0.3029739776951672,0.0,1.0,0.0
29,0.14150943396226415,0.277436347673401,0.31729323308270674,0.879396984924623,0.2647975077881619,0.617857142857142,0.09017713365539452,0.28996282527881045,0.0,0.0,0.0
30,0.14622641509433962,0.2897278314310796,0.31879699248120286,0.8743718592964823,0.2928348909657321,0.564285714285715,0.09822866344605474,0.2908921933085502,1.0,1.0,0.0
31,0.1509433962264151,0.2800702370500261,0.2766917293233082,0.871859296482412,0.33956386292834884,0.6392857142857142,0.0966183574879227,0.28996282527881045,0.0,1.0,0.0
